Symbol	28iALS_1	28iALS_2	29iALS_1	29iALS_2	30iALS_1	52iALS_1	52iALS_2	00iCTR_1	00iCTR_2	25iCTR_1_A	25iCTR_1_B	25iCTR_2	83iCTR_1	83iCTR_2
CHMP2A	478.34	618.26	567.54	504.38	827.72	598.12	583.4	626.56	354.46	680.73	695.53	323.28	180.04	199.96
NCK2	181.08	423.78	186.36	397.49	304.16	323.81	0.0	470.68	321.5	463.24	425.98	555.82	496.91	466.01
TSPAN6	132.87	160.94	321.72	316.23	234.28	162.28	0.0	249.86	274.76	329.87	362.44	600.66	540.8	385.2
PLRG1	0.0	715.39	1263.28	1286.98	1005.4	690.88	580.29	426.46	182.61	1470.09	1551.01	1227.89	994.68	906.89
ZNF207	225.25	112.25	372.29	401.46	409.34	455.96	45.15	445.22	371.66	130.62	655.6	262.79	168.29	226.89
NDUFB5	0.0	0.0	694.13	533.96	507.45	75.43	0.0	478.96	508.29	1069.12	816.57	919.21	302.18	381.62
NDUFA2	0.0	904.72	1661.51	1681.1	1612.31	1077.41	0.0	1311.52	1058.44	867.62	944.97	1548.9	866.13	783.84
ASNA1	1094.5	1588.45	4108.66	3841.9	4368.74	2302.54	908.78	2812.98	2224.02	8052.21	8436.07	12633.8	6660.3	7748.33
BUB3	2028.75	3404.64	5677.58	5588.07	6208.04	4201.82	2489.27	7323.23	6889.9	8893.13	9206.09	8965.88	6069.17	5351.08
ACTN4	3819.81	7139.1	43847.2	39085.2	56216.2	30707.2	14128.9	13129.9	11014.1	38514.3	38336.6	53199.0	23520.6	24242.5
HTATSF1	276.43	391.2	528.44	3457.7	3860.65	3837.66	90.32	4734.29	4031.37	3113.48	2994.78	2411.37	1600.39	1406.66
AP1G1	274.37	409.65	826.19	555.1	814.22	439.7	361.95	407.47	571.65	1277.34	1072.37	1669.06	1247.89	1530.23
SYNGR1	83.9	96.15	0.0	0.0	14.31	0.0	0.0	123.4	115.44	135.04	127.07	72.54	61.67	24.91
SYNGR3	779.55	750.48	92.92	226.61	169.02	15.39	0.0	388.65	319.54	25.39	23.88	5.17	0.0	10.26
SGTA	1402.78	2044.57	2374.76	1934.11	3462.15	1851.54	1062.52	2909.01	2435.17	5816.2	5497.85	7685.94	5808.15	5022.87
ENSA	425.78	449.26	451.53	414.39	630.17	592.06	411.96	565.24	882.7	456.35	882.54	592.22	644.21	275.64
SLC25A20	0.0	0.0	223.23	263.3	427.32	160.75	165.79	0.0	0.0	443.55	540.96	386.92	107.1	30.91
NARS	1612.19	2519.03	22923.3	11976.6	12245.8	10296.4	5066.59	21514.6	6235.34	42560.1	43003.5	45532.0	26783.8	23632.8
MYO1B	1489.63	2337.02	5030.01	4466.32	4306.15	3437.02	2324.75	2729.42	1873.55	2927.48	3056.12	2964.51	1671.07	2054.02
NUDT21	2290.78	3282.37	5084.3	4042.57	4184.17	3168.22	2048.86	3842.58	2288.68	4697.73	4814.53	8115.91	7026.53	10080.9
LANCL1	482.64	720.03	1226.31	1284.14	1555.95	1158.81	665.12	1718.1	1496.65	3100.9	3585.52	3927.5	3188.46	3034.39
STRN	0.0	0.0	0.0	66.13	162.43	0.0	0.0	0.0	145.75	297.15	322.98	231.91	255.42	168.51
SCO2	0.0	0.0	227.2	219.71	199.42	0.0	0.0	157.09	177.34	173.77	206.81	122.95	31.91	42.13
AKAP8	0.0	0.0	0.0	65.93	0.0	13.91	0.0	0.0	59.47	64.77	74.13	110.76	84.01	75.32
GTPBP6	0.0	0.0	0.0	0.0	96.15	0.0	0.0	0.0	0.0	134.33	94.45	137.7	0.0	111.94
SLC37A4	174.99	158.97	236.72	232.28	164.63	0.0	0.0	231.6	188.76	186.13	207.62	159.99	110.08	71.55
IDH3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRDC	0.0	0.0	463.46	229.98	574.68	560.26	301.04	575.68	549.16	544.75	570.65	466.81	333.39	391.43
CALU	2843.93	7161.34	71488.1	75042.5	49656.8	50922.8	19107.2	21860.2	17459.7	49364.0	49654.7	39374.5	17880.9	13538.9
EDIL3	19165.5	26911.2	72354.7	57919.4	15427.3	52139.3	35386.7	12736.9	9080.37	2190.7	2064.8	2044.46	490.16	589.7
AHCYL1	0.0	0.0	0.0	116.43	0.0	194.81	0.0	226.21	207.71	262.54	1124.57	290.28	255.75	224.66
NDUFS5	130.02	230.43	392.69	376.34	307.06	205.15	143.11	216.34	138.02	498.11	449.28	582.21	319.17	360.22
PDE6D	201.92	225.61	371.86	372.06	462.77	198.05	103.75	466.37	387.13	667.54	569.81	791.32	754.16	660.96
RAD21	0.0	465.06	813.12	803.89	860.05	642.64	311.01	2181.43	1767.59	3010.92	2916.48	3084.87	2291.63	2051.9
TIMM8A	181.1	0.0	0.0	0.0	0.0	0.0	347.8	306.83	0.0	113.24	136.24	101.42	79.54	0.0
PRPSAP2	1049.14	1485.94	1147.69	978.46	1696.63	632.04	541.76	1505.81	1511.73	2187.84	2240.02	3541.27	3555.97	2956.59
SMARCA5	1451.47	2059.38	3073.35	3038.73	2919.72	1989.29	947.6	4030.48	3918.84	3805.26	4152.99	4432.7	2922.21	3333.18
SPAG9	0.0	0.0	0.0	61.88	0.0	0.0	0.0	138.57	0.0	216.34	171.17	214.94	140.16	0.0
KIF5C	4008.18	5871.26	2227.25	2561.72	3877.1	55.34	0.0	4378.85	3811.77	5070.91	6077.54	8247.56	6273.23	5737.76
MGRN1	0.0	0.0	0.0	19.86	16.45	0.0	0.0	0.0	0.0	0.0	29.64	41.1	21.48	0.0
AQR	68.9	630.21	880.55	927.89	918.43	706.03	273.14	1145.51	868.02	825.3	815.75	1069.99	521.9	525.71
OPA1	2593.54	4178.87	6658.81	6421.76	5572.61	2828.55	1002.55	6979.57	5312.58	6567.4	6698.26	7310.62	3653.16	3600.92
PIP5K1C	0.0	0.0	0.0	0.0	127.7	0.0	0.0	74.0	96.26	0.0	0.0	94.88	65.22	75.55
KDM1A	482.12	1424.42	1318.27	1623.43	1176.41	1301.24	729.63	2384.88	1624.43	2153.32	1921.82	2172.13	2022.46	2199.74
FADS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.67	180.27	179.28	107.44	119.72
GSDME	202.17	368.94	568.1	590.94	439.55	549.59	53.76	242.87	164.55	604.06	357.97	971.63	776.27	719.43
NRP2	627.71	1577.42	2314.63	2498.94	1963.91	1961.69	1016.2	2016.63	1179.44	3286.14	3090.92	2679.69	924.16	876.49
MAN1A2	0.0	0.0	0.0	156.66	0.0	0.0	0.0	0.0	0.0	0.0	189.53	0.0	56.45	0.0
ACSL4	274.95	1147.72	1213.33	1443.13	1149.53	567.63	0.0	1507.38	1269.17	881.93	837.24	708.11	1204.31	924.68
SNX3	577.5	817.03	1733.15	1669.88	2944.47	2009.21	1035.04	950.29	541.94	5543.2	5299.35	6022.8	3237.6	3548.2
MGEA5	2855.03	4080.5	4939.26	4453.0	4968.8	3279.09	1757.72	3977.2	3837.62	6176.85	6322.96	8727.07	8943.68	9644.29
SYNCRIP	5204.68	8923.02	20275.3	26203.0	20629.8	15406.8	6602.11	17318.6	14369.1	38062.6	38682.7	42338.4	28009.8	27916.9
CDC40	0.0	0.0	183.37	169.61	117.82	127.76	0.0	217.59	129.87	171.01	186.42	249.0	165.52	147.64
RANBP6	83.44	150.86	0.0	110.63	154.95	146.83	96.89	161.21	188.93	167.54	151.75	642.47	466.97	381.35
NEMF	297.32	389.5	466.57	225.65	285.35	261.24	200.74	475.13	325.22	443.21	482.35	462.16	214.02	166.37
GMDS	0.0	0.0	136.57	140.09	149.23	176.99	177.61	157.69	138.81	121.43	123.9	93.12	79.27	69.0
PLOD3	675.85	862.26	3956.94	4099.51	2798.36	2885.76	1943.42	1674.57	1255.53	2449.1	2114.37	2305.11	1091.47	1013.72
DIAPH1	0.0	0.0	124.16	90.57	33.77	57.55	0.0	0.0	0.0	210.96	143.69	190.09	223.09	202.72
SELENOF	28.19	100.0	493.34	523.03	140.86	359.94	172.91	473.65	405.98	628.16	728.61	1118.64	573.58	493.57
TSPAN3	4522.09	4632.24	4075.65	4071.65	4647.84	4585.26	3886.53	3906.09	2898.4	6982.96	7442.55	5927.19	3987.88	3942.65
PLIN3	567.61	958.84	6148.92	5994.05	12797.7	8309.54	4250.17	3352.53	2721.15	8709.45	8852.93	11170.1	4833.2	4682.21
KPNA6	0.0	0.0	157.29	206.42	223.63	130.3	0.0	222.23	199.66	301.63	291.1	221.39	126.99	146.34
SRPX2	191.93	199.31	629.79	967.05	204.97	274.17	183.71	411.39	184.14	0.0	0.0	318.98	58.8	0.0
UGDH	2490.72	4285.9	11276.7	9686.05	7141.91	18217.6	8122.88	10120.2	7676.57	6851.55	7324.01	7127.87	4726.39	4145.13
CTNND1	1924.1	3011.14	12444.9	10422.4	9717.32	5636.58	3577.76	5086.04	4106.41	14463.5	14556.7	19421.5	10501.4	12076.8
EIF1B	0.0	0.0	51.42	0.0	112.83	0.0	0.0	0.0	0.0	99.79	113.55	0.0	0.0	0.0
SNX2	602.94	357.28	2290.52	1836.21	2714.49	2318.33	1577.32	2771.46	2893.66	4087.62	4180.13	4634.31	2525.93	1701.64
DPM1	385.77	994.92	2434.69	2223.7	2138.15	1372.26	884.29	1837.49	1237.99	2079.3	1964.65	2230.11	1095.14	1320.63
USO1	440.1	710.71	2761.86	2424.21	1683.44	2744.01	1398.37	1292.96	1116.62	2672.62	2479.72	2677.33	2054.94	1848.85
TOM1	443.56	0.0	182.71	170.94	148.2	178.07	357.97	696.59	530.86	782.03	856.23	783.09	293.08	448.27
CCDC22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.0	166.92	131.48	105.35
PQBP1	582.82	729.1	1460.47	1762.85	1231.53	1544.41	700.18	1321.42	973.24	1279.4	1278.92	1282.69	774.17	902.15
PRAF2	3399.2	4645.19	8001.08	8431.63	7506.6	5309.46	3063.88	5772.46	4907.26	9115.44	8845.36	10247.0	4128.89	3480.73
DKC1	204.37	301.17	2645.57	2350.1	1952.5	473.16	788.81	2019.31	1984.95	1827.13	1629.95	1128.8	938.57	593.08
EIF5B	32.37	447.32	1373.91	1669.06	1456.78	983.39	182.43	1914.31	1663.27	2398.75	2531.93	2788.28	1636.95	1357.7
EDF1	225.62	318.99	997.9	848.6	1096.06	536.45	209.84	747.1	697.87	1757.9	1969.24	2429.24	1814.74	1469.98
DNAJA2	1748.92	2762.81	4392.21	4462.13	5571.42	2816.93	1851.24	4893.48	4962.26	9030.36	8650.26	8447.0	4580.58	3568.24
BRD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.78	108.42	133.11	88.55	69.48
CUTA	1694.51	3152.77	3329.23	3274.85	4570.79	3532.52	2074.12	4325.96	3518.62	5092.59	4968.31	8744.66	5122.83	4546.25
PFDN1	97.47	638.99	384.08	1969.23	378.17	1255.02	80.82	2425.45	1989.11	2653.86	2622.58	2760.37	2002.61	1751.65
PPP1R11	0.0	0.0	34.93	0.0	128.79	0.0	0.0	0.0	0.0	157.73	120.36	109.99	59.41	48.44
NBN	0.0	161.62	0.0	106.89	234.46	0.0	0.0	140.08	62.34	243.05	226.34	228.96	127.25	149.6
RNGTT	0.0	64.17	201.77	170.62	138.79	81.39	0.0	101.69	143.42	0.0	139.11	0.0	0.0	16.58
ABCB7	0.0	0.0	0.0	0.0	21.35	17.23	0.0	0.0	0.0	0.0	0.0	64.67	0.0	51.66
KIF21B	0.0	0.0	43.63	128.54	85.78	0.0	0.0	60.83	120.84	136.44	219.74	159.38	219.03	222.43
IGSF3	309.58	379.85	189.79	482.31	398.65	51.56	95.48	1169.92	1005.27	583.52	561.03	619.55	448.67	413.6
WDR1	10820.2	18183.8	49516.7	48080.4	78817.9	39827.4	18267.3	24934.7	21140.4	41517.4	43993.6	37279.6	26446.6	23313.1
ATP9A	566.05	773.23	490.55	455.22	532.53	130.24	0.0	589.45	631.29	447.88	298.58	489.37	406.27	442.15
ROCK2	0.0	0.0	122.12	0.0	0.0	0.0	0.0	0.0	0.0	208.3	192.35	193.63	175.28	116.78
CLASP2	173.39	332.87	178.66	255.61	287.97	0.0	0.0	326.75	200.84	401.8	458.76	393.27	388.86	579.83
CPNE3	199.74	624.84	1419.34	1298.55	2465.82	1512.15	880.63	1768.92	1892.62	3147.45	3334.86	2313.57	2019.6	2669.54
RNF40	0.0	0.0	118.52	110.86	0.0	0.0	0.0	0.0	172.8	242.35	185.33	113.95	126.25	62.34
PHF2	115.48	145.29	183.95	165.91	146.94	155.48	0.0	190.81	150.96	266.39	234.97	237.71	174.81	166.22
DNAJC13	164.9	174.68	4.09	212.65	195.0	175.08	174.76	143.21	70.08	270.5	264.41	220.21	182.09	230.5
PPP6R2	0.0	0.0	0.0	0.0	25.8	0.0	0.0	0.0	0.0	0.0	67.52	226.98	0.0	95.46
CNOT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.67	140.5	178.54	107.14	96.62
ANKRD17	0.0	0.0	0.0	231.06	518.8	238.67	0.0	349.42	374.58	654.92	192.65	950.04	870.73	812.67
DNAJB6	0.0	0.0	367.17	410.79	369.63	252.87	213.74	276.06	232.0	403.56	386.68	508.14	465.72	406.98
COQ9	0.0	108.5	110.0	65.72	191.07	83.03	0.0	108.26	73.91	176.65	180.32	264.75	132.83	328.23
GGCT	0.0	300.44	426.38	447.92	897.2	584.79	218.05	451.89	741.29	1745.05	1758.99	2140.63	1044.02	1013.76
NDUFS7	1350.77	1721.88	2141.9	2254.77	1852.99	1437.42	1054.8	1521.95	1286.13	3834.31	3629.59	3271.62	1966.37	2118.71
NDUFS2	1137.52	1974.56	4014.25	3848.7	2756.49	1971.76	1362.68	2293.73	1871.34	4507.6	4318.88	5776.75	3162.7	3853.08
NIPSNAP2	1049.47	1250.93	5177.55	4968.73	3583.96	2401.98	1092.34	3297.55	3126.9	6418.19	6463.97	7774.3	3795.52	4016.09
PDCD6	971.0	1559.5	2248.81	1495.68	1980.18	2882.69	2122.05	1036.43	340.31	2685.22	2772.47	2612.4	2595.7	3812.75
TBCA	2151.04	5493.82	7199.86	7883.79	13924.7	7117.06	3787.6	12997.1	11853.5	22688.1	21955.7	23318.0	21281.9	16436.9
ATP6V1G1	82.13	126.29	301.13	342.62	350.94	183.22	55.63	162.16	189.81	389.67	378.57	359.99	184.06	140.37
VPS4B	0.0	178.71	847.69	941.77	391.36	224.36	131.78	641.21	830.11	579.35	532.46	2072.34	902.46	762.37
H2AFY	36410.8	45430.8	75682.3	59407.1	64981.2	28082.1	17119.4	79999.2	59375.8	106022.0	106826.0	87601.3	91006.2	73155.0
SH3BGRL	1023.68	1658.88	4574.53	4122.79	6910.53	5131.47	2491.18	4958.37	4497.23	13006.1	12786.8	9044.27	6780.69	7356.36
FLNB	6851.23	9842.8	50889.4	47186.9	62707.2	65655.0	31249.8	21155.0	17967.2	25709.8	24967.1	26395.1	12221.3	12058.8
VAMP4	0.0	7.8	26.63	19.07	0.0	0.0	0.0	0.0	25.53	0.0	16.63	3.57	0.0	6.53
NDUFS6	228.95	296.53	642.12	568.35	1004.46	385.7	273.27	701.92	612.43	1277.14	1288.04	1501.16	710.18	370.55
PEX14	251.95	243.9	424.42	471.18	342.69	275.76	243.6	695.05	519.76	513.83	438.01	814.98	238.72	278.91
TRIM3	0.0	0.0	0.0	0.0	51.81	38.39	0.0	0.0	51.31	52.98	36.21	100.24	77.04	89.46
CS	9688.07	28130.7	41319.1	37619.1	34962.6	16569.9	11600.8	22902.8	21129.4	38930.7	38036.1	41519.4	26091.1	33467.4
SPAG7	0.0	0.0	62.1	62.97	0.0	72.45	0.0	0.0	67.37	99.17	104.33	116.77	77.06	61.43
MRPL33	0.0	145.5	398.73	280.41	279.53	194.21	146.82	278.16	150.95	302.33	312.95	262.12	187.9	186.16
SEC22B	2588.09	4459.72	22184.8	21477.0	13828.3	15164.6	8757.38	14672.1	13825.4	8320.51	8231.0	8468.31	4510.92	4718.2
PRPF40A	1401.09	1390.91	3427.14	3200.34	2224.78	2132.2	1110.78	2597.97	2087.28	2956.59	3088.43	3005.66	1901.81	2362.4
MTX2	0.0	571.37	1097.81	769.24	613.19	493.94	139.61	326.08	543.69	367.69	767.96	1301.92	525.42	524.27
VPS26A	1086.83	2305.04	3377.9	4010.25	4644.16	3592.1	1902.34	4462.64	4004.19	8070.24	6932.57	9790.19	5732.24	5206.86
NDUFB1	0.0	0.0	785.65	813.31	658.71	0.0	0.0	408.39	475.85	350.17	173.32	320.45	160.2	533.15
PMPCB	1380.36	1561.31	4525.66	4394.83	2932.39	2253.78	1446.15	2368.69	2452.07	4426.93	4227.13	3398.13	999.05	1005.75
MED24	136.37	107.15	84.53	66.18	66.06	89.28	83.37	79.85	50.91	0.0	0.0	94.81	0.0	93.6
PSIP1	4128.2	5211.49	6444.89	5335.64	6156.52	4665.47	2624.11	11631.0	9781.31	14356.6	14209.4	14632.3	12573.3	12197.5
ERLIN1	0.0	0.0	91.45	99.8	839.5	922.42	594.38	77.0	115.47	97.88	103.0	896.1	544.88	68.45
GPC4	762.24	722.8	4128.46	3614.33	2221.92	7084.99	1426.84	1069.43	987.04	2550.96	2575.24	1733.82	5077.48	2029.06
NDUFS3	2192.7	3393.58	6647.79	4790.93	4415.3	4509.39	1877.64	3737.27	2557.31	7262.64	7296.36	6096.42	4478.15	3240.53
SRSF10	693.04	1448.98	768.53	2282.6	1372.11	1447.15	433.87	3004.47	2865.59	3279.3	3166.46	4198.48	3064.06	2609.99
CLN5	65.98	169.89	1175.03	707.13	1171.29	585.4	344.12	247.92	206.2	1427.23	964.51	1566.24	1094.01	915.09
ECI2	884.71	958.02	2938.73	2620.34	4752.1	1834.67	813.13	2207.22	1744.81	8429.76	4491.09	11487.3	7663.46	8152.28
KHDRBS3	117.77	299.61	385.98	395.86	522.22	249.61	97.92	423.66	322.69	141.39	116.71	126.46	301.71	241.22
BANF1	3315.15	4781.14	6895.07	7107.77	8841.04	7804.2	4065.56	7617.5	7671.04	10382.6	10300.3	16258.0	14551.8	6340.92
SF3B1	3100.17	3257.55	9291.92	9053.82	8283.38	4925.14	3241.87	9062.44	7170.25	14146.3	14122.0	16892.5	12508.3	8682.62
CSDE1	1592.36	2385.97	2099.63	2091.47	3841.24	2268.25	2212.43	3510.38	2771.67	4142.66	4063.54	2937.83	2296.81	2327.25
WBP4	0.0	0.0	0.0	0.0	122.55	0.0	0.0	0.0	0.0	152.47	140.07	146.31	0.0	64.47
PRKRA	1793.07	2393.12	2999.61	2220.97	2355.23	1132.1	799.14	1708.08	1479.2	3848.23	4025.65	4559.94	2970.19	2715.09
GCAT	0.0	265.78	0.0	0.0	0.0	0.0	0.0	0.0	45.83	433.56	217.56	474.59	188.58	26.95
NPM3	0.0	0.0	260.85	193.27	0.0	0.0	0.0	191.76	204.75	178.52	208.05	190.71	92.77	54.84
LYPLA1	1290.9	1458.87	1049.65	618.79	1350.37	1082.22	688.19	681.57	0.0	1129.97	1102.7	1093.36	994.12	1119.84
CREG1	134.89	281.74	165.76	128.86	123.73	197.83	160.95	117.77	0.0	68.52	45.06	160.56	136.19	205.26
SNRNP200	7945.9	11232.5	18467.9	19688.6	16400.0	11880.9	6175.99	21511.8	18227.2	24441.2	24431.3	28843.0	18622.3	16893.1
TIPRL	2005.29	1763.34	2396.7	2448.04	3646.76	2049.91	1302.94	5450.9	4963.2	3168.7	4183.04	5267.94	4469.79	3589.95
PPM1B	179.18	0.0	147.57	76.81	265.93	0.0	0.0	0.0	80.32	505.01	490.07	565.69	461.98	378.57
NUP155	843.25	1602.59	2316.53	2505.75	1834.19	1716.41	758.89	2311.2	1838.61	2475.78	2382.76	2795.17	1788.11	1781.11
RP2	146.93	143.09	196.25	281.05	143.67	185.49	228.33	0.0	126.58	553.82	532.73	1269.46	325.09	585.9
CRTAP	0.0	344.08	2977.61	2862.16	1497.23	2602.21	1574.59	1118.14	943.4	992.02	1014.98	1320.67	626.46	702.97
SLC25A12	1790.06	2033.02	3218.09	3116.59	1753.44	2026.64	921.86	2133.18	1811.89	2247.85	2196.18	2550.34	1723.99	1459.09
PALM	104.98	1022.11	1890.34	1750.15	2334.92	950.65	575.28	2679.21	2564.66	3540.34	3565.98	2959.39	1629.26	1384.08
ATP6AP2	787.56	951.56	947.18	949.56	765.71	525.97	242.98	600.18	383.15	592.49	604.27	314.06	340.29	202.97
EIF3G	106.06	441.22	1609.04	1485.38	1774.47	1316.86	435.34	879.79	1158.81	2382.78	2560.13	1576.14	747.81	751.83
EIF3J	420.93	899.76	2965.17	3055.37	2765.23	2568.38	1214.02	1946.55	1651.1	3772.26	3996.29	3015.37	1779.19	1465.42
PSMD10	285.39	485.19	629.14	601.01	683.98	256.36	172.84	481.14	396.17	1364.8	1345.88	1096.29	1941.96	1098.19
ZMPSTE24	310.51	318.2	1588.6	1471.22	1168.53	977.62	603.37	1226.72	818.46	1402.59	1466.07	1566.3	1104.72	848.03
IDH1	30195.6	37387.3	25627.4	22112.6	37142.7	20623.4	11892.7	34884.7	30484.9	62917.1	62864.0	76921.1	52013.3	38125.1
SCO1	0.0	562.67	1277.32	1039.95	906.66	531.11	688.72	533.08	464.35	1168.17	911.6	1067.5	364.37	257.37
ATRN	78.61	104.79	97.73	105.34	105.93	91.51	66.67	102.8	92.52	96.34	99.84	84.29	65.65	64.13
RBBP9	0.0	0.0	56.84	54.15	62.36	0.0	0.0	40.81	64.35	216.83	248.49	147.57	116.04	253.74
ARL6IP5	2679.04	4228.95	9360.98	12375.8	12029.7	6864.76	1591.9	7436.61	6057.07	14929.0	16794.1	23997.9	9674.56	8202.37
BCAS2	0.0	156.68	886.12	1159.72	555.25	340.7	0.0	1277.42	1178.78	1888.26	1997.75	2108.93	1344.69	1316.18
DCTN3	355.69	430.32	601.93	554.97	768.83	453.64	297.42	691.72	662.33	1379.91	1312.97	1297.86	1043.97	967.4
DNAJC8	724.14	768.51	2262.37	1856.94	2287.72	1795.05	685.25	3316.56	2638.29	4826.22	4810.59	6176.48	2725.21	3993.58
SMNDC1	136.08	554.38	769.42	650.29	625.4	404.83	364.23	829.53	510.76	980.83	934.99	941.49	564.75	681.65
ATP5H	3710.31	5903.55	15061.0	18583.5	12946.4	8222.08	4017.08	13152.5	11485.2	23206.8	20702.1	27667.2	12089.2	11084.7
FLOT1	1123.17	1604.92	3493.52	3071.62	6260.03	2949.05	617.0	4136.99	3498.07	9271.35	10567.7	8710.15	5389.06	4423.95
TRIO	273.88	289.71	672.1	219.55	307.93	0.0	0.0	63.17	429.52	1261.59	1318.77	1681.85	997.27	959.74
ATP5L	6617.88	5561.31	14946.8	13394.9	9697.92	7142.57	3920.58	8787.51	4371.14	16008.1	15792.0	12785.6	6306.01	5076.95
CPD	241.72	386.62	537.48	536.66	677.89	485.15	180.53	547.39	404.64	991.57	826.37	1023.59	566.99	325.26
GLRX3	813.45	1220.87	2252.98	2180.58	3182.12	1800.61	840.36	1848.43	1619.98	3795.64	3768.14	3859.0	2649.54	2336.7
RSL1D1	1687.73	1511.7	2984.87	3261.1	1951.91	2021.46	1561.09	1486.1	1096.46	1761.39	1818.89	1469.63	931.44	1244.6
WFS1	0.0	331.03	384.96	671.47	383.6	231.3	320.42	319.78	168.24	227.89	137.55	235.95	41.87	99.85
CLPX	168.78	331.13	542.6	438.36	372.07	259.64	145.74	463.36	382.94	266.47	225.96	269.41	177.54	159.27
NEBL	0.0	0.0	0.0	0.0	85.99	50.41	0.0	0.0	0.0	112.37	109.6	61.55	0.0	0.0
SEC14L2	0.0	0.0	117.61	0.0	120.65	0.0	0.0	0.0	0.0	165.01	182.74	160.57	128.53	0.0
TM7SF2	518.88	748.27	405.9	723.57	1377.11	595.58	349.24	1333.67	1193.0	1836.49	1760.84	1489.72	535.9	632.25
SNCG	695.44	1831.89	168.23	162.8	124.33	331.36	0.0	4246.34	3882.56	388.07	430.59	571.5	224.77	400.27
SRP72	866.09	933.93	2343.5	2312.03	2211.84	2246.09	1175.87	2135.46	1510.93	2778.88	2732.98	2910.46	2217.68	1935.68
DDAH1	2575.13	3709.47	4615.93	4154.72	8868.4	4604.22	2108.1	7314.62	4315.47	10539.7	11288.4	16526.4	13514.8	12762.7
MTA2	187.88	1189.22	2295.66	2461.43	2209.24	1520.37	535.0	2906.91	2967.92	2937.61	2972.06	3440.32	2114.95	2186.06
TPPP	78.2	128.88	0.0	67.3	143.58	0.0	0.0	0.0	91.4	160.14	344.17	372.33	139.76	106.38
KBTBD11	181.55	153.18	266.59	167.45	482.19	0.0	0.0	500.38	375.53	680.76	641.09	921.37	570.04	515.44
TOMM70	3430.09	5048.38	5585.85	5627.62	4239.43	3465.59	2548.52	5597.15	4643.57	3289.28	2906.21	4437.67	2647.88	2738.73
IPO13	0.0	0.0	53.98	0.0	0.0	0.0	0.0	108.57	87.73	0.0	0.0	0.0	81.73	0.0
MICAL2	0.0	0.0	264.11	274.53	0.0	98.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC24D	0.0	144.74	234.17	512.71	240.52	347.6	372.43	334.16	225.06	193.88	109.94	198.49	126.04	94.68
NFASC	0.0	0.0	579.88	0.0	660.6	0.0	0.0	730.83	473.57	431.87	0.0	284.76	191.09	185.95
UFL1	1029.13	1511.43	5829.0	5987.44	4494.42	4306.37	2903.68	3253.18	2542.73	3707.69	3447.05	3893.06	2279.84	2234.36
SORBS2	0.0	0.0	438.09	299.56	1334.41	595.92	403.52	0.0	64.6	544.27	470.25	1109.62	411.12	423.08
TMCC1	0.0	0.0	0.0	216.35	0.0	0.0	0.0	0.0	57.1	228.26	248.36	102.13	89.83	84.47
UBXN7	235.15	487.31	504.31	321.67	515.7	665.82	98.58	568.22	472.78	1142.12	1197.72	1306.61	1387.02	798.9
SUN1	0.0	0.0	0.0	0.0	47.22	0.0	0.0	0.0	0.0	55.45	59.98	86.24	45.2	57.58
PLPBP	896.74	1105.07	1508.99	1181.15	1815.36	1109.11	717.87	1249.91	1484.97	2889.23	2757.27	3219.51	1411.71	1356.03
ERLIN2	904.03	2170.28	6354.15	6849.24	5199.24	4966.22	2841.48	4533.37	4126.23	9876.13	9790.87	9758.02	3984.01	3818.37
PRPF6	1046.54	2414.86	4718.3	4704.64	4096.62	3491.57	976.18	5595.04	4824.22	6916.36	6887.47	8310.92	5512.91	5122.29
GLS	1129.86	1176.76	5449.21	4380.41	3235.69	2291.28	1402.22	2270.5	1676.21	403.16	405.53	478.61	515.71	526.64
FBXO21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.4	126.25	202.33	101.41	75.17
WDR47	1147.13	1053.13	608.2	270.02	134.03	0.0	0.0	1480.31	1259.42	1128.03	1027.39	904.66	1069.07	1034.42
AP2A2	488.88	1035.68	1630.34	2232.64	1107.69	1506.71	540.11	2034.38	1548.81	3722.17	3326.45	4146.34	2022.15	2385.37
SEC31A	1309.24	1785.91	2183.39	2345.88	3201.98	3697.85	3376.26	1733.28	1156.62	2934.85	3020.49	3057.27	1656.17	1470.92
YIF1A	75.97	204.96	768.83	558.18	500.3	493.28	287.27	355.55	259.95	347.92	372.54	310.54	113.17	49.29
NDUFB6	0.0	223.24	497.72	975.04	782.44	278.95	0.0	801.18	728.49	1357.65	1512.24	1174.33	545.58	233.51
MFN2	0.0	0.0	212.66	181.75	350.13	0.0	0.0	415.98	193.84	466.46	430.4	199.21	117.46	85.03
GABARAP	0.0	0.0	0.0	0.0	184.03	0.0	0.0	0.0	168.19	156.3	170.98	144.15	78.18	106.22
NDUFA3	502.71	449.62	394.55	577.39	628.32	426.15	188.8	487.15	313.14	641.42	755.9	383.75	233.65	170.72
